time_seconds,acc_x,acc_y,acc_z,q_w,q_x,q_y,q_z
12.2451,0.59,-0.37,0.86,0.63,0.59,-0.36,-0.35
12.3161,0.53,-1.0,1.12,0.63,0.59,-0.36,-0.35
12.3347,2.25,-0.56,1.95,0.65,0.59,-0.34,-0.35
12.3553,2.48,-1.15,3.12,0.65,0.59,-0.32,-0.35
12.3843,4.41,0.09,3.11,0.66,0.59,-0.3,-0.35
12.4043,3.67,0.03,3.36,0.67,0.59,-0.28,-0.35
12.4243,2.8,-0.59,3.4,0.68,0.58,-0.26,-0.35
12.4484,1.64,-0.47,3.23,0.7,0.57,-0.25,-0.36
12.4711,0.41,-1.61,2.53,0.71,0.56,-0.23,-0.36
12.4849,0.23,-2.18,1.28,0.72,0.55,-0.2,-0.36
12.5045,-0.44,-0.52,2.0,0.74,0.54,-0.18,-0.36
12.5691,-0.67,0.03,1.67,0.75,0.53,-0.15,-0.35
12.5848,-2.18,-1.99,-1.45,0.8,0.48,-0.1,-0.34
12.6079,-3.39,0.11,-0.86,0.82,0.46,-0.08,-0.33
12.6365,-3.25,1.74,-0.43,0.83,0.45,-0.06,-0.32
12.6545,-2.45,0.05,-0.02,0.85,0.43,-0.05,-0.3
12.6743,-1.52,-4.65,0.53,0.85,0.43,-0.05,-0.29
12.7068,-1.14,-1.67,-2.84,0.86,0.43,-0.02,-0.28
12.7248,-2.57,3.4,-2.45,0.86,0.42,-0.01,-0.27
12.7456,-3.7,3.26,-1.63,0.87,0.41,-0.01,-0.26
12.8202,-1.94,-4.39,-0.21,0.88,0.41,-0.02,-0.25
12.8349,-2.19,-0.7,-2.07,0.88,0.42,-0.01,-0.21
12.8553,-1.42,-4.95,-2.91,0.88,0.43,-0.01,-0.2
12.8755,-0.97,-1.64,-5.29,0.87,0.44,-0.0,-0.19
12.8953,-1.01,3.04,-5.75,0.87,0.45,-0.0,-0.19
12.9153,-1.03,2.62,-4.83,0.87,0.46,-0.02,-0.17
12.9354,-0.33,-4.11,-3.05,0.87,0.47,-0.04,-0.16
12.9601,0.67,-4.95,-4.43,0.86,0.49,-0.05,-0.16
12.9789,1.19,-0.43,-4.77,0.85,0.5,-0.04,-0.16
12.9954,1.59,3.16,-4.64,0.84,0.52,-0.05,-0.15
13.0611,1.57,1.4,-4.84,0.83,0.53,-0.06,-0.15
13.0753,4.66,-1.32,-6.25,0.81,0.57,-0.08,-0.13
13.0977,4.04,-1.47,-5.8,0.8,0.58,-0.08,-0.14
13.1701,3.43,-2.05,-5.67,0.79,0.59,-0.08,-0.14
13.1854,3.34,-1.39,-6.77,0.77,0.61,-0.08,-0.15
13.2047,3.54,-1.47,-6.81,0.77,0.62,-0.09,-0.16
13.2353,2.77,-0.36,-5.91,0.76,0.62,-0.09,-0.18
13.2554,2.52,-0.5,-5.1,0.75,0.63,-0.1,-0.19
13.2753,2.43,-0.77,-4.51,0.75,0.63,-0.11,-0.2
13.2973,1.57,0.43,-3.11,0.74,0.62,-0.12,-0.21
13.3253,1.09,-1.23,-1.19,0.74,0.62,-0.16,-0.22
13.3453,0.82,-3.56,-0.85,0.73,0.62,-0.18,-0.23
13.3754,2.8,-2.21,-0.73,0.71,0.63,-0.2,-0.24
13.3972,2.84,-1.16,0.47,0.7,0.63,-0.22,-0.25
13.4152,2.58,-2.56,1.73,0.69,0.63,-0.25,-0.26
13.4352,3.37,-2.91,2.23,0.67,0.63,-0.27,-0.27
13.4552,2.2,-0.76,2.73,0.66,0.64,-0.3,-0.28
13.4772,1.17,-1.99,3.49,0.64,0.63,-0.32,-0.29
13.5052,1.77,-4.74,6.73,0.61,0.63,-0.36,-0.3
13.5253,1.21,-3.15,6.31,0.6,0.63,-0.38,-0.31
13.5541,-0.38,-1.14,9.26,0.59,0.62,-0.4,-0.32
13.5653,-1.33,-3.22,9.75,0.58,0.61,-0.43,-0.34
13.586,0.39,-7.14,11.71,0.57,0.6,-0.44,-0.35
13.6651,2.01,-3.87,8.05,0.56,0.6,-0.44,-0.35
13.6857,0.31,-1.11,2.01,0.56,0.59,-0.43,-0.38
13.7056,-0.0,1.05,-0.52,0.57,0.59,-0.42,-0.39
13.7772,-1.27,-0.32,0.82,0.57,0.59,-0.43,-0.39
13.7957,-0.75,1.21,0.2,0.57,0.58,-0.42,-0.39
13.8158,-1.14,-0.92,1.98,0.58,0.58,-0.42,-0.39
13.8851,0.7,-1.75,1.65,0.58,0.58,-0.42,-0.39
13.9053,-0.38,-1.38,1.23,0.6,0.58,-0.41,-0.37
13.9252,0.93,-1.16,0.63,0.6,0.58,-0.41,-0.37
13.9552,0.35,1.19,-0.1,0.61,0.58,-0.39,-0.36
13.9756,-0.53,0.93,-0.02,0.62,0.58,-0.39,-0.36
13.9964,-0.46,0.75,-0.19,0.62,0.58,-0.39,-0.36
14.0157,0.51,-0.94,0.36,0.63,0.57,-0.39,-0.36
14.0884,0.67,-1.39,0.35,0.63,0.57,-0.39,-0.35
14.1058,-0.48,-0.12,0.17,0.66,0.56,-0.36,-0.35
14.1255,1.5,0.0,0.21,0.67,0.55,-0.35,-0.35
14.1974,2.98,-0.23,-0.34,0.69,0.54,-0.34,-0.35
14.2167,-0.23,-2.62,0.37,0.75,0.48,-0.28,-0.36
14.2358,0.07,-1.4,-0.94,0.76,0.47,-0.25,-0.37
14.2792,-0.05,-0.23,-0.32,0.78,0.45,-0.22,-0.37
14.2964,-1.8,-0.18,0.46,0.82,0.42,-0.17,-0.36
14.3153,-1.22,0.25,-0.09,0.83,0.41,-0.15,-0.35
14.3851,-1.0,0.45,0.05,0.84,0.4,-0.14,-0.34
14.4062,0.45,0.1,-0.64,0.86,0.38,-0.12,-0.31
14.4253,0.33,-0.23,-0.3,0.87,0.38,-0.11,-0.3
14.4463,-0.23,-0.07,-0.31,0.87,0.37,-0.11,-0.29
14.4709,0.42,-0.34,-1.08,0.88,0.37,-0.11,-0.28
14.4864,0.64,-0.63,-0.95,0.88,0.37,-0.11,-0.27
14.5131,0.66,-0.5,-0.21,0.89,0.36,-0.11,-0.26
14.5262,0.56,0.11,-0.48,0.89,0.36,-0.11,-0.25
14.5463,0.13,0.2,-1.13,0.89,0.36,-0.11,-0.25
14.6022,-0.23,-0.31,-1.14,0.9,0.35,-0.11,-0.24
14.6162,1.23,0.6,-0.49,0.9,0.36,-0.1,-0.22
14.6366,1.42,0.67,-0.61,0.9,0.36,-0.1,-0.22
14.7076,0.94,-0.2,-0.8,0.9,0.36,-0.11,-0.21
14.7314,0.43,0.51,-0.7,0.91,0.35,-0.11,-0.2
14.7601,0.2,-0.04,-0.97,0.91,0.35,-0.11,-0.19
14.7763,0.61,-0.14,-0.53,0.91,0.35,-0.11,-0.19
14.7962,0.67,0.39,-0.59,0.91,0.35,-0.11,-0.19
14.8211,0.73,0.74,-0.84,0.91,0.35,-0.11,-0.18
14.8365,0.43,0.6,-0.92,0.91,0.35,-0.11,-0.18
14.8566,0.45,-0.24,-0.62,0.91,0.35,-0.11,-0.18
14.9262,0.39,-0.59,-0.33,0.91,0.35,-0.12,-0.18
14.9465,-0.42,0.45,-0.82,0.91,0.35,-0.12,-0.18
